text,keywords,k_count
ПО КАРТАМ + для межбанковские + для переводы физическим лицам + в количество операций. Срочно пришли отчёт.,Переводы физическим лицам | Межбанковские | По картам | Количество операций,4
"в SME нужны сегодня, ок?",SME,1
"Нужно быстро посмотреть на до востребования — про corporate — Сумма, млн ₽ — по вклады — ФИКСИРОВАННАЯ СТАВКА — Длинные — что по цифрам?","Corporate | Вклады | До востребования | Фиксированная ставка | Длинные | Сумма, млн ₽",6
"А что у нас по по Количество операций, на межбанковские, sme?",SME | Межбанковские | Количество операций,3
А что у нас по ВНУТРИ КОМПАНИИ / по по счетам / по Переводы?,Переводы | Внутри компании | По счетам,3
"Срочно по на первичка + по без господдержки + на ипотека + кредиты + RETAIL + для количество операций, плиз.",Retail | Кредиты | Ипотека | Первичка | Без господдержки | Количество операций,6
Запрос на цифры: ОФЛАЙН.,Офлайн,1
"Срочно по Потребкредиты / в Онлайн / в кредиты / в количество операций, плиз.",Кредиты | Потребкредиты | Онлайн | Количество операций,4
Созвон перенесём на пзже?,,0
"Можно отчёт по КРЕДИТЫ; CORPORATE; сумма, млн ₽; Ипотека прямо сейчас?","Corporate | Кредиты | Ипотека | Сумма, млн ₽",4
"в retail; на переводы; Сумма, млн ₽. Срочно пришли отчёт.","Retail | Переводы | Сумма, млн ₽",3
Можно отчёт по в corporate; в кредиты; Количество операций; в Ипотека прямо сейчас?,Corporate | Кредиты | Ипотека | Количество операций,4
По Плавающая ставка сделай выгрузку срочно!,Плавающая ставка,1
Созвон пеернесём на позже?,,0
Уточни вклады / на количество операций / Фиксированная ставка и сверь.,Вклады | Фиксированная ставка | Количество операций,3
"Нужно быстро посмотреть сколько по сумме, для онлайн, КРедиТы, в Потребкредиты, про retail — что по цифрам?","Retail | Кредиты | Потребкредиты | Онлайн | Сумма, млн ₽",5
Можно отчёт по sme; про переводы прямо сейчас?,SME | Переводы,2
"Кредиты — Corporate — Количество операций нужны сегодня, ок?",Corporate | Кредиты | Количество операций,3
"Запрос на цифры: на сумма, млн ₽ — МЕЖБАНКОВСКИЕ.","Межбанковские | Сумма, млн ₽",2
"Проверь Ипотека, про кредиты, для sme и отправь.",SME | Кредиты | Ипотека,3
Нужно быстро посмотреть по короткие — что по цифрам?,Короткие,1
"Срочно по в до востребования — Corporate — для количество операций — на вклады, плиз.",Corporate | Вклады | До востребования | Количество операций,4
"Покажи, пж, Межбанковские — СУММА, МЛН ₽ — переводы — на retail.","Retail | Переводы | Межбанковские | Сумма, млн ₽",4
"Эй, по ДЛИННЫЕ — До востребования — про сумма, млн ₽ — в Плавающая ставка — по SME — Вклады где статистика?","SME | Вклады | До востребования | Плавающая ставка | Длинные | Сумма, млн ₽",6
"Покажи, пж, КОЛИЧЕСТВО ОПЕРАЦИЙ.",Количество операций,1
"в Переводы физическим лицам нужны сегодня, ок?",Переводы физическим лицам,1
"на до востребования / по Retail / количество операций нужны сегодня, ок?",Retail | До востребования | Количество операций,3
"retail, про краткосрочные, по Количество операций, по Фиксированная ставка. Срочно пришли отчёт.",Retail | Краткосрочные | Фиксированная ставка | Количество операций,4
"Как дела? чайнк кипит, всё норм.",,0
"поГодА таК сЕбе, Дождь МорОсит.",,0
Напомни: что видно по в Плавающая ставка / Длинные / сколько по сумме / для краткосрочные?,"Краткосрочные | Плавающая ставка | Длинные | Сумма, млн ₽",4
"СРОЧНЫЕ, на corporate, КОЛИЧЕСТВО ОПЕРАЦИЙ, в переводы юридическим лицам, в межбанковские нужны сегодня, ок?",Corporate | Переводы юридическим лицам | Межбанковские | Срочные | Количество операций,5
Проверь по Переводы — ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ — по по счетам — в внутри компании — на количество операций — SME и отправь.,SME | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Количество операций,6
"Напомни: что видно по по retail + переводы юридическим лицам + на срочные + для переводы + межфилиальные + сУмма, мЛн ₽?","Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Сумма, млн ₽",6
Можно отчёт по в количество операций; по corporate прямо сейчас?,Corporate | Количество операций,2
"Срочно по про фиксированная ставка / краткосрочные / количество операций, плиз.",Краткосрочные | Фиксированная ставка | Количество операций,3
По колиЧестВо оПераЦИй + Вклады сделай выгрузку срочно!,Вклады | Количество операций,2
Запрос на цифры: на ипотека; сколько по сумме; про sme.,"SME | Ипотека | Сумма, млн ₽",3
"оПгода так себе, дождь моросит.",,0
"CORPORATE, кредиты, РЕФИНАНСИРОВАНИЕ, на потребкредиты, на сумма, млн ₽. Срочно пришли отчёт.","Corporate | Кредиты | Потребкредиты | Рефинансирование | Сумма, млн ₽",5
"Покажи, пж, в До востребования — на фиксированная ставка — Corporate — по Вклады — сколько операций.",Corporate | Вклады | До востребования | Фиксированная ставка | Количество операций,5
А что у нас по для офлайн / на corporate?,Corporate | Офлайн,2
"Покажи, пж, в Межфилиальные — в переводы — для переводы юридическим лицам — для количество операций — для срочные — на retail.",Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Количество операций,6
Запрос на цифры: Кредиты + RETAIL + по без господдержки + для ипотека.,Retail | Кредиты | Ипотека | Без господдержки,4
Дай сводку: про кредиты / по ипотека.,Кредиты | Ипотека,2
А что у нас по по Количество операций; по плавающая ставка; по Corporate; Короткие; для вклады?,Corporate | Вклады | Плавающая ставка | Короткие | Количество операций,5
По до востребования; по вклады сделай выгрузку срочно!,Вклады | До востребования,2
"А что у нас по в срочные — по Межбанковские — на сумма, млн ₽ — Переводы юридическим лицам — CORPORATE — в переводы?","Corporate | Переводы | Переводы юридическим лицам | Межбанковские | Срочные | Сумма, млн ₽",6
А что у нас по на переводы физическим лицам?,Переводы физическим лицам,1
Проверь в retail и отправь.,Retail,1
Уточни в SME и сверь.,SME,1
"Покажи, пж, для онлайн / на количество операций / Рфеинансирование / в кредиты / SME.",SME | Кредиты | Онлайн | Рефинансирование | Количество операций,5
"Срочно по в вторичка, плиз.",Вторичка,1
"в Retail + для переводы + по сумма, млн ₽ нужны сегодня, ок?","Retail | Переводы | Сумма, млн ₽",3
"А что у нас по До востребования, про плавающая ставка?",До востребования | Плавающая ставка,2
"в Ипотека — в кредиты — СУММА, МЛН ₽ нужны сегодня, ок?","Кредиты | Ипотека | Сумма, млн ₽",3
"Как дела? чайник кипит, всё нрм.",,0
А что у нас по по retail; Переводы физическим лицам; в Внутри компании; по счетам; для переводы; КОЛИЧЕСТВО ОПЕРАЦИЙ?,Retail | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Количество операций,6
по количество операций / по corporate / переводы / Внутри компании. Срочно пришли отчёт.,Corporate | Переводы | Внутри компании | Количество операций,4
Запрос на цифры: в Кредиты.,Кредиты,1
А что у нас по новые?,Новые,1
"Док кину вечром, не забудь.",,0
Retail; ВКЛАДЫ. Срочно пришли отчёт.,Retail | Вклады,2
"По Короткие, про фиксированная ставка, на sme сделай выгрузку срочно!",SME | Фиксированная ставка | Короткие,3
"Покажи, пж, по Переводы юридическим лицам.",Переводы юридическим лицам,1
"Покажи, пж, на сумма, млн ₽.","Сумма, млн ₽",1
Запрос на цифры: в Срочные.,Срочные,1
КУШал уже? ПерЕрЫв сделай.,,0
Собери мне про вклады и кинь.,Вклады,1
"по SME + сколько по сумме + по потребкредиты + в Онлайн + кредиты нужны сегодня, ок?","SME | Кредиты | Потребкредиты | Онлайн | Сумма, млн ₽",5
"По в первичка, ИПОТЕКА сделай выгрузку срочно!",Ипотека | Первичка,2
"По в рефинансирование — офлайн — про сумма, млн ₽ — Потребкредиты сделай выгрузку срочно!","Потребкредиты | Офлайн | Рефинансирование | Сумма, млн ₽",4
"Напомни: что видно по retail; в По картам; для переводы физическим лицам; для межбанковские; Переводы; по сумма, млн ₽?","Retail | Переводы | Переводы физическим лицам | Межбанковские | По картам | Сумма, млн ₽",6
почему интЕРнЕТ лагаЕт ОПять?,,0
"А что у нас по SME, по переводы физическим лицам, в Переводы, для сумма, млн ₽, внутри компании?","SME | Переводы | Переводы физическим лицам | Внутри компании | Сумма, млн ₽",5
созвон перенесёМ на Позже?,,0
Напомни: что видно по в sme — на первичка — на без господдержки — по Количество операций?,SME | Первичка | Без господдержки | Количество операций,4
"про краткосрочные нужны сегодня, ок?",Краткосрочные,1
почему интернет лагат опять?,,0
Проверь Плавающая ставка — сколько по сумме — по Вклады — по Короткие и отправь.,"Вклады | Плавающая ставка | Короткие | Сумма, млн ₽",4
Запрос на цифры: кол-во операций.,Количество операций,1
Можно отчёт по для количество операций прямо сейчас?,Количество операций,1
Проверь по операциям и отправь.,Количество операций,1
"Эй, по по с господдержкой + Количество операций + в Первичка + sme + КРЕДИТЫ + в Ипотека где статистика?",SME | Кредиты | Ипотека | Первичка | С господдержкой | Количество операций,6
Дай сводку: по Внутри компании; по retail.,Retail | Внутри компании,2
"Напомни: что видно по про межбанковские + по сумма, млн ₽ + CORPORATE?","Corporate | Межбанковские | Сумма, млн ₽",3
"Запрос на цифры: corporate — сумма, млн ₽ — на переводы — по Межфилиальные — по обычные — в Переводы юридическим лицам.","Corporate | Переводы | Переводы юридическим лицам | Межфилиальные | Обычные | Сумма, млн ₽",6
"погода ТАК сЕбе, дождь МоРОсит.",,0
Запрос на цифры: ФИКСИРОВАННАЯ СТАВКА — в sme — по Вклады — в короткие.,SME | Вклады | Фиксированная ставка | Короткие,4
"А что у нас по на sme; по Сумма, млн ₽; в Новые; кредиты; ОФЛАЙН?","SME | Кредиты | Офлайн | Новые | Сумма, млн ₽",5
Запрос на цифры: по retail — в Краткосрочные.,Retail | Краткосрочные,2
ВКЛАДЫ — по до востребования. Срочно пришли отчёт.,Вклады | До востребования,2
Запрос на цифры: в соглашения — Corporate.,Corporate | Соглашения,2
Уточни по длинные; в до востребования; Вклды; по Фиксированная ставка; Количество операций; CORPORATE и сверь.,Corporate | Вклады | До востребования | Фиксированная ставка | Длинные | Количество операций,6
"Напомни: что видно по в SME, в Сумма, млн ₽?","SME | Сумма, млн ₽",2
"Покажи, пж, в Кредиты — Ипотека.",Кредиты | Ипотека,2
Можно отчёт по про до востребования; на вклады; короткие; для sme; про количество операций прямо сейчас?,SME | Вклады | До востребования | Короткие | Количество операций,5
А что у нас по для количество операций?,Количество операций,1
"Запрос на цифры: без господдержки, для ипотека, по первичка, retail, по Кредиты.",Retail | Кредиты | Ипотека | Первичка | Без господдержки,5
в кредиты. Срочно пришли отчёт.,Кредиты,1
Дай сводку: в Переводы + в по картам + про retail.,Retail | Переводы | По картам,3
"на потребкредиты, по retail, по Новые, итоговая сумма нужны сегодня, ок?","Retail | Потребкредиты | Новые | Сумма, млн ₽",4
"По по вклады, в Короткие, в Corporate сделай выгрузку срочно!",Corporate | Вклады | Короткие,3
кушал уже? преерыв сделай.,,0
Запрос на цифры: по Retail.,Retail,1
"Напомни: что видно по по Кредиты / ипотека / Без господдержки / сумма, млн ₽?","Кредиты | Ипотека | Без господдержки | Сумма, млн ₽",4
Нужно быстро посмотреть по Длинные / по количество операций / по Краткосрочные / в Вклады — что по цифрам?,Вклады | Краткосрочные | Длинные | Количество операций,4
Запрос на цифры: про corporate / по Кредиты / на онлайн / потребкредиты / в рефинансирование / количество операций.,Corporate | Кредиты | Потребкредиты | Онлайн | Рефинансирование | Количество операций,6
"Нужно быстро посмотреть на переводы, для обычные, Переводы юридическим лицам, на retail, по операциям, по межфилиальные — что по цифрам?",Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Обычные | Количество операций,6
По межбанковские; для переводы юридическим лицам сделай выгрузку срочно!,Переводы юридическим лицам | Межбанковские,2
кушал уже? переры всделай.,,0
"Доставку забрали? окей ,спасибо!",,0
А что у нас по coRporAtE?,Corporate,1
Можно отчёт по по Первичка + КРЕДИТЫ прямо сейчас?,Кредиты | Первичка,2
Можно отчёт по по операциям + вторичка + про retail + на ипотека прямо сейчас?,Retail | Ипотека | Вторичка | Количество операций,4
"Нужно быстро посмотреть про сумма, млн ₽ + на переводы + по межбанковские + ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ + CORPORATE + для по картам — что по цифрам?","Corporate | Переводы | Переводы физическим лицам | Межбанковские | По картам | Сумма, млн ₽",6
Можно отчёт по в Количество операций + в retail прямо сейчас?,Retail | Количество операций,2
"Собери мне в вклады, в Длинные, в До востребования, sme, для фиксированная ставка и кинь.",SME | Вклады | До востребования | Фиксированная ставка | Длинные,5
"Нужно быстро посмотреть сколько по сумме, про corporate — что по цифрам?","Corporate | Сумма, млн ₽",2
Где презентция вчерашняя лежит?,,0
"Дай сводку: в до востребования, на плавающая ставка, Retial.",Retail | До востребования | Плавающая ставка,3
"Эй, по ВКЛАДЫ; плавающая ставка где статистика?",Вклады | Плавающая ставка,2
ПочеМУ интеРНЕт ЛАгает оПЯТь?,,0
"Срочно по Краткосрочные, плиз.",Краткосрочные,1
количество операций; в Длинные; на вклады. Срочно пришли отчёт.,Вклады | Длинные | Количество операций,3
"Как дела? чайник кипит, всё норм.",,0
"по переводы; по сумма, млн ₽; ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ; для межбанковские; на retail. Срочно пришли отчёт.","Retail | Переводы | Переводы физическим лицам | Межбанковские | Сумма, млн ₽",5
Можно отчёт по в срочные; по Retail прямо сейчас?,Retail | Срочные,2
"Срочно по Кредиты, плиз.",Кредиты,1
"по Краткосрочные; SME; про плавающая ставка; про вклады нужны сегодня, ок?",SME | Вклады | Краткосрочные | Плавающая ставка,4
"Дай сводку: для плавающая ставка, про вклады, для краткосрочные, кол-во операций.",Вклады | Краткосрочные | Плавающая ставка | Количество операций,4
"Эй, по по Кредиты где статистика?",Кредиты,1
Запрос на цифры: SME / на внутри компании / на переводы физическим лицам.,SME | Переводы физическим лицам | Внутри компании,3
Собери мне в Краткосрочные — Вклады — Retail — по сумме — в Плавающая ставка — по длинные и кинь.,"Retail | Вклады | Краткосрочные | Плавающая ставка | Длинные | Сумма, млн ₽",6
"Дай сводку: на межбанковские / Переводы / про сумма, млн ₽ / на переводы юридическим лицам / в обычные / SME.","SME | Переводы | Переводы юридическим лицам | Межбанковские | Обычные | Сумма, млн ₽",6
Запрос на цифры: фиксированная ставка — в до востребования — в Corporate — на короткие — в вклады.,Corporate | Вклады | До востребования | Фиксированная ставка | Короткие,5
"Можно отчёт по ПО КАРТАМ / для межбанковские / в сумма, млн ₽ / reTaiL прямо сейчас?","Retail | Межбанковские | По картам | Сумма, млн ₽",4
"Проверь SME; по Переводы; в сумма, млн ₽ и отправь.","SME | Переводы | Сумма, млн ₽",3
"Покажи, пж, Вторичка + SME + по кредиты + для ипотека + без господдержки + по сумме.","SME | Кредиты | Ипотека | Вторичка | Без господдержки | Сумма, млн ₽",6
"Эй, по ВКЛАДЫ / по плавающая ставка где статистика?",Вклады | Плавающая ставка,2
"межфилиальные нужны сегодня, ок?",Межфилиальные,1
"Нужно быстро посмотреть на переводы физическим лицам, про переводы — что по цифрам?",Переводы | Переводы физическим лицам,2
Собери мне в Без продления; в Агентские обязательства; в Кредиты; на количество операций; по на год; для corporate и кинь.,Corporate | Кредиты | Агентские обязательства | На год | Без продления | Количество операций,6
поЧеМУ инТЕрнЕТ лагАЕт ОпЯть?,,0
по По счетам / для переводы / ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ / в внутри компании / Retail / по операциям. Срочно пришли отчёт.,Retail | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Количество операций,6
По на фиксированная ставка / на sme / в Вклады / на краткосрочные сделай выгрузку срочно!,SME | Вклады | Краткосрочные | Фиксированная ставка,4
Дай сводку: в Межбанковские — на срочные — по Переводы юридическим лицам — по Retail — в переводы.,Retail | Переводы | Переводы юридическим лицам | Межбанковские | Срочные,5
"Проверь про с господдержкой, первичка, Сумма, млн ₽, кредиты, Ипотека, про sme и отправь.","SME | Кредиты | Ипотека | Первичка | С господдержкой | Сумма, млн ₽",6
"Срочно по RETAIL, вклады, по количество операций, Краткосрочные, по Короткие, плиз.",Retail | Вклады | Краткосрочные | Короткие | Количество операций,5
Запрос на цифры: новые + Потребкредиты + для онлайн + кредиты + на corporate + по сумме.,"Corporate | Кредиты | Потребкредиты | Онлайн | Новые | Сумма, млн ₽",6
"Как дела? чайник кипит, вс ёнорм.",,0
"Нужно быстро посмотреть по переводы физическим лицам + По счетм + sme + СУММА, МЛН ₽ + внутри компании + переводы — что по цифрам?","SME | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Сумма, млн ₽",6
"Эй, по в первичка, БЕЗ ГОСПОДДЕРЖКИ, по ипотека, oCrporate, КРЕДИТЫ где статистика?",Corporate | Кредиты | Ипотека | Первичка | Без господдержки,5
Где презентация вчерашня лежит?,,0
"Как дела? чайник кпит, всё норм.",,0
для первичка. Срочно пришли отчёт.,Первичка,1
Где презентация вчерашняя лежит?,,0
"ПЛАВАЮЩАЯ СТАВКА, ДО ВОСТРЕБОВАНИЯ, в вклады, в Короткие нужны сегодня, ок?",Вклады | До востребования | Плавающая ставка | Короткие,4
"Нужно быстро посмотреть в на три года; на corporate; в Кредиты; в С продлением; Сумма, млн ₽; по Агентские обязательства — что по цифрам?","Corporate | Кредиты | Агентские обязательства | На три года | С продлением | Сумма, млн ₽",6
"Эй, по по retail; переводы где статистика?",Retail | Переводы,2
Уточни в новые / по Потребкредиты и сверь.,Потребкредиты | Новые,2
"Срочно по по короткие; в фиксированная ставка, плиз.",Фиксированная ставка | Короткие,2
"Док кину вечером, не забудь.",,0
"по Агентские обязательства, в corporate, по сумма, млн ₽, КРЕДИТЫ нужны сегодня, ок?","Corporate | Кредиты | Агентские обязательства | Сумма, млн ₽",4
пОчЕму интеРнеТ лАгАет опять?,,0
для плавающая ставка. Срочно пришли отчёт.,Плавающая ставка,1
"Нужно быстро посмотреть Переводы юридическим лицам / на сумма, млн ₽ / по переводы / в обычные / CORPORATE — что по цифрам?","Corporate | Переводы | Переводы юридическим лицам | Обычные | Сумма, млн ₽",5
сОзвОн пЕРенЕСём на позже?,,0
"Можно отчёт по ОФЛАЙН, Кредиты, Retail, СУММА, МЛН ₽ прямо сейчас?","Retail | Кредиты | Офлайн | Сумма, млн ₽",4
"Покажи, пж, ФИКСИРОВАННАЯ СТАВКА — До востребования — по corporate — в короткие — на вклады.",Corporate | Вклады | До востребования | Фиксированная ставка | Короткие,5
По на длинные сделай выгрузку срочно!,Длинные,1
Собери мне для кредиты и кинь.,Кредиты,1
Где перзентация вчерашняя лежит?,,0
Можно отчёт по на переводы юридическим лицам прямо сейчас?,Переводы юридическим лицам,1
Запрос на цифры: ФИКСИРОВАННАЯ СТАВКА; для вклады; итоговая сумма; по короткие.,"Вклады | Фиксированная ставка | Короткие | Сумма, млн ₽",4
Напомни: что видно по про внутри компании; в sme; сколько операций; ПЕРЕВОДЫ?,SME | Переводы | Внутри компании | Количество операций,4
Напомни: что видно по БЕЗ ГОСПОДДЕРЖКИ?,Без господдержки,1
Переводы юридическим лицам. Срочно пришли отчёт.,Переводы юридическим лицам,1
"Погода так себе, дождь омросит.",,0
"Дставку забрали? окей, спасибо!",,0
Нужно быстро посмотреть по операциям — что по цифрам?,Количество операций,1
По про sme; Переводы юридическим лицам; в Переводы сделай выгрузку срочно!,SME | Переводы | Переводы юридическим лицам,3
Уточни по Вклады — фиксированная ставка — в короткие — по до востребования и сверь.,Вклады | До востребования | Фиксированная ставка | Короткие,4
"Доставку забрали? окей, спасибо!",,0
Собери мне по без господдержки; в Первичка; по Кредиты; SME; для ипотека и кинь.,SME | Кредиты | Ипотека | Первичка | Без господдержки,5
"ДОСтавКу ЗАбрАЛИ? Окей, СпаСибо!",,0
"Проверь Ипотека, по Первичка и отправь.",Ипотека | Первичка,2
"Можно отчёт по в SME — сумма, млн ₽ прямо сейчас?","SME | Сумма, млн ₽",2
По про плавающая ставка / на вклады / в Corporate сделай выгрузку срочно!,Corporate | Вклады | Плавающая ставка,3
По Ипотека сделай выгрузку срочно!,Ипотека,1
Собери мне по Переводы юридическим лицам; по Межфилиальные; ПЕРЕВОДЫ и кинь.,Переводы | Переводы юридическим лицам | Межфилиальные,3
Запрос на цифры: Кредиты + в потребкредиты + про sme.,SME | Кредиты | Потребкредиты,3
пжлст проверь письм — ушло?,,0
"по ипотека + в Retail + по кредиты нужны сегодня, ок?",Retail | Кредиты | Ипотека,3
где пРезеНТациЯ ВчЕраШняя лежиТ?,,0
"А что у нас по в сумма, млн ₽; CORPORATE; в С продлением?","Corporate | С продлением | Сумма, млн ₽",3
"Можно отчёт по по Кредиты, SME, для офлайн, по Потребкредиты, Сумма, млн ₽ прямо сейчас?","SME | Кредиты | Потребкредиты | Офлайн | Сумма, млн ₽",5
Собери мне по онлайн + про потребкредиты + в кредиты и кинь.,Кредиты | Потребкредиты | Онлайн,3
"Уточни Межбанковские, на срочные, в Сумма, млн ₽, для переводы юридическим лицам, по Переводы и сверь.","Переводы | Переводы юридическим лицам | Межбанковские | Срочные | Сумма, млн ₽",5
по количество операций; SME; в короткие; в вклады; для фиксированная ставка; КРАТКОСРОЧНЫЕ. Срочно пришли отчёт.,SME | Вклады | Краткосрочные | Фиксированная ставка | Короткие | Количество операций,6
"Можно отчёт по для новые, про sme, на количество операций, для кредиты, ОФЛАЙН, в потребкредиты прямо сейчас?",SME | Кредиты | Потребкредиты | Офлайн | Новые | Количество операций,6
"Собери мне про corporate, по ипотека, на кредиты и кинь.",Corporate | Кредиты | Ипотека,3
"Срочно по для sme, плиз.",SME,1
"Напомни: что видно по про кредиты / про ипотека / SME / сумма, млн ₽ / ПЕРВИЧКА / про без господдержки?","SME | Кредиты | Ипотека | Первичка | Без господдержки | Сумма, млн ₽",6
Напомни: что видно по в длинные + на вклады?,Вклады | Длинные,2
"по онлайн, в Сумма, млн ₽, в Corporate, на потребкредиты. Срочно пришли отчёт.","Corporate | Потребкредиты | Онлайн | Сумма, млн ₽",4
"retail, Кредиты, в Вторичка, по сумме, с ГоСподдЕрЖКоЙ нужны сегодня, ок?","Retail | Кредиты | Вторичка | С господдержкой | Сумма, млн ₽",5
"Запрос на цифры: для переводы физическим лицам; Внтри компании; про сумма, млн ₽; ПО СЧЕТАМ; corporate; на переводы.","Corporate | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Сумма, млн ₽",6
"досТавку зАБраЛи? окЕй, спаСибо!",,0
Можно отчёт по в Переводы — по межфилиальные — для retail — в Переводы юридическим лицам — по Количество операций — по срочные прямо сейчас?,Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Количество операций,6
"в Вклады, по сумма, млн ₽. Срочно пришли отчёт.","Вклады | Сумма, млн ₽",2
А что у нас по в Срочные + в межбанковские + по переводы юридическим лицам + corporate + по Переводы?,Corporate | Переводы | Переводы юридическим лицам | Межбанковские | Срочные,5
Уточни про sme — итоговая сумма — ВКЛАДЫ — Краткосрочные — Плавающая ставка — по Длинные и сверь.,"SME | Вклады | Краткосрочные | Плавающая ставка | Длинные | Сумма, млн ₽",6
Уточни по Первичка — Количество операций — для кредиты — по Ипотека — SME и сверь.,SME | Кредиты | Ипотека | Первичка | Количество операций,5
соЗвон пЕреНеСЁМ На пОзЖЕ?,,0
"По по сумма, млн ₽, вклады, для retail, для фиксированная ставка сделай выгрузку срочно!","Retail | Вклады | Фиксированная ставка | Сумма, млн ₽",4
на короткие + по краткосрочные + по количество операций + SME + в вклады. Срочно пришли отчёт.,SME | Вклады | Краткосрочные | Короткие | Количество операций,5
Собери мне кол-во операций + для вклады + по краткосрочные и кинь.,Вклады | Краткосрочные | Количество операций,3
на кредиты / по Количество операций. Срочно пришли отчёт.,Кредиты | Количество операций,2
Можно отчёт по для переводы юридическим лицам + в переводы прямо сейчас?,Переводы | Переводы юридическим лицам,2
почему интенрет лагает опять?,,0
"Эй, по Сумма, млн ₽ / для межбанковские / на corporate / про обычные / переводы юридическим лицам / на переводы где статистика?","Corporate | Переводы | Переводы юридическим лицам | Межбанковские | Обычные | Сумма, млн ₽",6
"Срочно по по Длинные, плиз.",Длинные,1
"Напомни: что видно по в вклады; для retail; на сумма, млн ₽?","Retail | Вклады | Сумма, млн ₽",3
"Док кну вечером, не забудь.",,0
"Срочно по для межбанковские, по переводы, в Retail, по Обычные, плиз.",Retail | Переводы | Межбанковские | Обычные,4
для краткосрочные. Срочно пришли отчёт.,Краткосрочные,1
"Межфилиальные — для обычные — в сумма, млн ₽ — про переводы юридическим лицам — на retail — в переводы. Срочно пришли отчёт.","Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Обычные | Сумма, млн ₽",6
"Нужно быстро посмотреть по Переводы, про corporate, переводы юридическим лицам — что по цифрам?",Corporate | Переводы | Переводы юридическим лицам,3
Нужно быстро посмотреть вклады / corporate / по сумме — что по цифрам?,"Corporate | Вклады | Сумма, млн ₽",3
"Запрос на цифры: по Краткосрочные; про retail; по плавающая ставка; на короткие; для сумма, млн ₽; на вклады.","Retail | Вклады | Краткосрочные | Плавающая ставка | Короткие | Сумма, млн ₽",6
почему интрнет лагает опять?,,0
"Док кину вечером, не збудь.",,0
Собери мне по онлайн — по сумме — по рефинансирование и кинь.,"Онлайн | Рефинансирование | Сумма, млн ₽",3
Напомни: что видно по по Потребкредиты / КРЕДИТЫ / для рефинансирование / для количество операций / по Corporate?,Corporate | Кредиты | Потребкредиты | Рефинансирование | Количество операций,5
Напомни: что видно по Кредиты; по Потребкредиты; про количество операций?,Кредиты | Потребкредиты | Количество операций,3
Уточни RETAIL; по без господдержки; Количество операций; про кредиты и сверь.,Retail | Кредиты | Без господдержки | Количество операций,4
"Док кину евчером, не забудь.",,0
"Срочно по кол-во операций / SME / по Кредиты / Ипотека / вторичка, плиз.",SME | Кредиты | Ипотека | Вторичка | Количество операций,5
Нужно быстро посмотреть в офлайн — сколько операций — Кредиты — CORPORATE — ПОТРЕБКРЕДИТЫ — что по цифрам?,Corporate | Кредиты | Потребкредиты | Офлайн | Количество операций,5
"Срочно по на retail; по Кредиты; в сумма, млн ₽; по без господдержки; по Ипотека, плиз.","Retail | Кредиты | Ипотека | Без господдержки | Сумма, млн ₽",5
"по вклады, по Короткие, по retail. Срочно пришли отчёт.",Retail | Вклады | Короткие,3
пжлст провер ьписьмо — ушло?,,0
"Срочно по по количество операций, плиз.",Количество операций,1
"по операциям — на краткосрочные — в Вклады — для фиксированная ставка — в corporate нужны сегодня, ок?",Corporate | Вклады | Краткосрочные | Фиксированная ставка | Количество операций,5
"Уточни в до востребования, в Сумма, млн ₽ и сверь.","До востребования | Сумма, млн ₽",2
"Собери мне для переводы — в Переводы юридическим лицам — в сумма, млн ₽ — по межфилиальные — в срочные и кинь.","Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Сумма, млн ₽",5
